,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,MedalEarned,PreviousMedals,Height_div_avg,Weight_div_avg,Age_div_avg
222513,111784,Trond Skramstad,M,23.0,184.0,85.0,Norway,NOR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,0,0,-3.44,0.28,-2.12
222946,111977,"Richard Donald ""Rick"" Sloan",M,21.0,186.0,81.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,0.91,-3.15,-4.91
223242,112124,Steen Lkkegaard Smidt-Jensen,M,23.0,185.0,85.0,Denmark,DEN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,-0.09,0.85,-2.91
223243,112124,Steen Lkkegaard Smidt-Jensen,M,27.0,185.0,85.0,Denmark,DEN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,0,-0.91,0.03,1.88
223308,112151,Vitaly Frilyevich Smirnov,M,25.0,191.0,94.0,Uzbekistan,UZB,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,1.41,6.62,-0.72
223309,112151,Vitaly Frilyevich Smirnov,M,29.0,191.0,94.0,Uzbekistan,UZB,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,0,0,1.05,6.65,3.62
223478,112237,Dean Bryan Smith (-Barton-Smith),M,24.0,182.0,82.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,0,0,-5.89,-4.01,-1.03
223693,112353,Maurice Leon Hugh Smith,M,23.0,190.0,90.0,Jamaica,JAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,0.41,2.62,-2.72
223694,112353,Maurice Leon Hugh Smith,M,27.0,190.0,90.0,Jamaica,JAM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,0,0,0.05,2.65,1.62
223715,112358,"Michael Cameron ""Mike"" Smith",M,21.0,195.0,98.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,6.68,10.76,-4.21
223716,112358,"Michael Cameron ""Mike"" Smith",M,24.0,195.0,98.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,0,0,7.11,11.99,-1.03
223717,112358,"Michael Cameron ""Mike"" Smith",M,28.0,195.0,98.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,6.22,12.79,1.88
224902,112981,Fidel Solrzano,M,22.0,182.0,78.0,Ecuador,ECU,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,0,0,-5.44,-6.72,-3.12
224903,112981,Fidel Solrzano,M,26.0,182.0,78.0,Ecuador,ECU,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,-6.32,-9.24,0.79
227753,114426,Siegfried Stark,M,21.0,186.0,88.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,0,0,-1.15,2.06,-3.89
227754,114426,Siegfried Stark,M,25.0,186.0,88.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,,0,0,-1.9,3.24,0.9
228174,114611,"David Lee ""Dave"" Steen",M,24.0,185.0,80.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,0,0,-2.44,-4.72,-1.12
228175,114611,"David Lee ""Dave"" Steen",M,28.0,185.0,80.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,Bronze,1,0,-3.32,-7.24,2.79
228630,114815,Tito Steiner,M,24.0,197.0,92.0,Argentina,ARG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,0,0,9.85,6.06,-0.89
230119,115520,Mykhailo Mykhailovych Storozhenko,M,26.0,182.0,82.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,,0,0,-1.95,-1.71,0.33
230846,115852,Eberhard Stroot,M,25.0,182.0,78.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,0,0,-5.15,-7.94,0.11
231169,115990,George William Stulac,M,26.0,170.0,70.0,Canada,CAN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,-14.07,-11.87,1.83
231377,116102,Leonel Surez Fajardo,M,20.0,181.0,68.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,Bronze,1,0,-8.95,-19.35,-5.38
231378,116102,Leonel Surez Fajardo,M,24.0,181.0,68.0,Cuba,CUB,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,Bronze,1,1,-8.74,-18.45,-1.68
231379,116102,Leonel Surez Fajardo,M,28.0,181.0,68.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,2,-7.1,-16.3,1.6
232782,116761,Seppo Juhani Suutari,M,19.0,178.0,81.0,Finland,FIN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,-6.07,-0.87,-5.17
232925,116834,Shosuke Suzuki,M,27.0,179.0,73.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,,0,0,-4.95,-10.71,1.33
233263,117004,Sergey Petrovich Sviridov,M,21.0,192.0,85.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,,0,0,2.26,-1.45,-4.68
233703,117212,Ji Skora,M,21.0,190.0,91.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,0,1.9,6.7,-5.4
233850,117287,Aleksey Grigoryevich Sysoyev,M,23.0,194.0,92.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,0,0,4.05,4.65,-2.38
233892,117312,Attila Szab,M,28.0,194.0,94.0,Hungary,HUN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,,0,0,4.26,7.55,2.32
233905,117317,Dezs Szab,M,21.0,184.0,84.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,-4.32,-3.24,-4.21
233906,117317,Dezs Szab,M,24.0,184.0,84.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,0,0,-3.89,-2.01,-1.03
233907,117317,Dezs Szab,M,28.0,184.0,84.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,-4.78,-1.21,1.88
234155,117431,Janusz Szczerkowski,M,26.0,190.0,86.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,,0,0,2.1,1.24,1.9
235021,117854,Jeremy Taiwo,M,26.0,193.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,0,4.9,6.7,-0.4
236619,118637,Pavlo Heorgiyovych Tarnovetskiy,M,27.0,188.0,85.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,-0.32,-2.24,1.79
237807,119253,Paul Anthony Terek,M,24.0,190.0,90.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,0.41,2.62,-1.72
238952,119795,Hctor Thomas Martnez,M,21.0,178.0,80.0,Venezuela,VEN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,-6.07,-1.87,-3.17
238953,119795,Hctor Thomas Martnez,M,26.0,178.0,80.0,Venezuela,VEN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,,0,0,-5.95,-3.71,0.33
239181,119898,"Francis Morgan ""Daley"" Thompson",M,17.0,184.0,92.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,0,0,-3.15,6.06,-7.89
239182,119898,"Francis Morgan ""Daley"" Thompson",M,21.0,184.0,92.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,Gold,1,0,-3.9,7.24,-3.1
239184,119898,"Francis Morgan ""Daley"" Thompson",M,25.0,184.0,92.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,Gold,1,1,-3.44,7.28,-0.12
239185,119898,"Francis Morgan ""Daley"" Thompson",M,30.0,184.0,92.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,2,-4.32,4.76,4.79
239841,120187,Valbjrn orlksson,M,30.0,184.0,80.0,Iceland,ISL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,,0,0,0.05,-3.71,4.33
239842,120187,Valbjrn orlksson,M,34.0,184.0,80.0,Iceland,ISL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,-1.09,-4.15,8.09
239990,120261,Manfred Tiedtke,M,26.0,187.0,88.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,1.91,3.85,0.09
240230,120382,Herman Johannes Timme,M,27.0,189.0,86.0,Netherlands,NED,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,4.93,4.13,2.83
241701,121064,Pau Gaspar Tonnesen Ricart,M,23.0,185.0,77.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,0,-3.1,-7.3,-3.4
241729,121078,"William Anthony ""Bill"" Toomey",M,29.0,187.0,87.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,Gold,1,0,1.91,2.85,3.09
243060,121724,Urs Trautmann,M,28.0,186.0,85.0,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,0.91,0.85,2.09
245056,122719,Indrek Turi,M,23.0,187.0,85.0,Estonia,EST,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,-2.59,-2.38,-2.72
246033,123192,Maicel Uibo,M,23.0,188.0,84.0,Estonia,EST,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,0,-0.1,-0.3,-3.4
246094,123233,Hans Olav Stephansen Uldal,M,21.0,184.0,86.0,Norway,NOR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,-5.59,-1.38,-4.72
246777,123562,Keisuke Ushiro,M,26.0,196.0,95.0,Japan,JPN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,,0,0,6.26,8.55,0.32
246778,123562,Keisuke Ushiro,M,30.0,196.0,95.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,0,7.9,10.7,3.6
247557,123939,Vroslav Valenta,M,23.0,198.0,95.0,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,9.68,7.76,-2.21
247955,124147,Hans Van Alphen,M,26.0,191.0,91.0,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,0,0,1.05,3.65,0.62
247956,124147,Hans Van Alphen,M,30.0,191.0,91.0,Belgium,BEL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,,0,0,1.26,4.55,4.32
248564,124432,Thomas Van der Plaetsen,M,25.0,186.0,81.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,0,-2.1,-3.3,-1.4
251105,125759,"Donald Danilo ""Don"" Vlez Espinoza",M,20.0,180.0,70.0,Nicaragua,NCA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,-5.09,-14.15,-5.91
251574,125990,Oleg Veretelnikov,M,24.0,187.0,83.0,Uzbekistan,UZB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,-1.78,-2.21,-2.12
251575,125990,Oleg Veretelnikov,M,28.0,187.0,83.0,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,-1.32,-1.96,0.68
252089,126244,Patrick Vetterli,M,22.0,200.0,100.0,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,0,0,12.56,15.28,-3.12
252127,126260,Homelo Vi,M,24.0,180.0,87.0,Tonga,TGA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,0,0,-7.89,0.99,-1.03
252700,126538,Jlio Augusto Jordo Vilar Santos,M,24.0,184.0,75.0,Portugal,POR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,-0.07,-6.87,-0.17
253749,127062,Fritz Vogelsang,M,27.0,188.0,80.0,Switzerland,SUI,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,3.93,-1.87,2.83
254451,127381,Werner Konrad Graf von Moltke,M,32.0,190.0,90.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,4.91,5.85,6.09
254763,127531,Ingmar Vos,M,26.0,186.0,80.0,Netherlands,NED,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,,0,0,-3.74,-6.45,0.32
254806,127553,Torsten Voss,M,25.0,186.0,88.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,Silver,1,0,-2.32,0.76,-0.21
255311,127816,"Thomas ""Tom"" Waddell (Flubacher-)",M,30.0,187.0,82.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,1.91,-2.15,4.09
255743,128039,Hans-Joachim Walde,M,22.0,191.0,89.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,Bronze,1,0,7.05,5.29,-3.67
255744,128039,Hans-Joachim Walde,M,26.0,191.0,89.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,Silver,1,1,5.91,4.85,0.09
255745,128039,Hans-Joachim Walde,M,30.0,191.0,89.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,2,5.09,4.03,4.88
257140,128764,Lars Warming,M,25.0,192.0,84.0,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,3.68,-3.24,-0.21
257163,128773,Damian Warner,M,22.0,185.0,83.0,Canada,CAN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,,0,0,-4.74,-3.45,-3.68
257164,128773,Damian Warner,M,26.0,185.0,83.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,Bronze,1,0,-3.1,-1.3,-0.4
257176,128780,Chiel Mathijs Warners,M,26.0,194.0,84.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,4.41,-3.38,0.28
258906,129620,Weng Kangqiang,M,25.0,183.0,78.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,0,0,-4.44,-6.72,-0.12
258984,129659,"Siegfried ""Siggi"" Wentz",M,24.0,193.0,93.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,Bronze,1,0,5.56,8.28,-1.12
259146,129730,Georg Werthner,M,20.0,190.0,90.0,Austria,AUT,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,0,0,2.85,4.06,-4.89
259147,129730,Georg Werthner,M,24.0,190.0,90.0,Austria,AUT,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,,0,0,2.1,5.24,-0.1
259148,129730,Georg Werthner,M,28.0,190.0,90.0,Austria,AUT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,0,0,2.56,5.28,2.88
259149,129730,Georg Werthner,M,32.0,190.0,90.0,Austria,AUT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,1.68,2.76,6.79
259191,129755,Herbert Wessel,M,25.0,181.0,84.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,-4.09,-0.15,-0.91
260299,130284,Pawe Wiesioek,M,24.0,190.0,90.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,0,1.9,5.7,-2.4
261948,131052,Peter John Winter,M,25.0,183.0,83.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,0,-5.78,-2.21,-1.12
262842,131519,"James Dale ""Jim"" Wooding",M,30.0,193.0,91.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,0,0,5.56,6.28,4.88
263302,131762,Wu Ah-Min,M,26.0,180.0,75.0,Chinese Taipei,TPE,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,,0,0,-3.95,-8.71,0.33
263304,131762,Wu Ah-Min,M,30.0,180.0,75.0,Chinese Taipei,TPE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,-5.09,-9.15,4.09
263753,131991,Frdric Xhonneux,M,25.0,184.0,79.0,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,0,0,-5.95,-8.35,-0.38
264717,132469,"Yang Chuan-Kwang ""C. K.""",M,27.0,180.0,80.0,Chinese Taipei,TPE,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,Silver,1,0,-4.07,-1.87,2.83
264719,132469,"Yang Chuan-Kwang ""C. K.""",M,31.0,180.0,80.0,Chinese Taipei,TPE,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,,0,1,-3.95,-3.71,5.33
265001,132601,Razvigor Yankov,M,26.0,188.0,90.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,,0,0,0.1,5.24,1.9
266881,133525,Oleksandr Yurkov,M,25.0,183.0,84.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,-5.32,-0.96,-2.32
268315,134253,"Josef ""Sepp"" Zeilbauer",M,19.0,193.0,93.0,Austria,AUT,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0,0,7.09,8.03,-6.12
268316,134253,"Josef ""Sepp"" Zeilbauer",M,23.0,193.0,93.0,Austria,AUT,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,0,0,5.85,7.06,-1.89
268317,134253,"Josef ""Sepp"" Zeilbauer",M,27.0,193.0,93.0,Austria,AUT,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,,0,0,5.1,8.24,2.9
269217,134712,Sergey Viktorovich Zhelanov,M,23.0,190.0,82.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,Bronze,1,0,2.1,-2.76,-1.1
269697,134960,"Zachery ""Zach"" Ziemek",M,23.0,193.0,89.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,0,4.9,4.7,-3.4
270179,135164,Robert Zmlk,M,23.0,186.0,88.0,Czechoslovakia,TCH,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,Gold,1,0,-1.89,1.99,-2.03
270180,135164,Robert Zmlk,M,27.0,186.0,88.0,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,0,1,-2.78,2.79,0.88
270544,135311,Attila Zsivczky,M,23.0,193.0,82.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,0,0,4.68,-2.96,-4.32
270545,135311,Attila Zsivczky,M,27.0,193.0,82.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,0,0,3.41,-5.38,1.28
270546,135311,Attila Zsivczky,M,31.0,193.0,82.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,0,0,3.05,-5.35,5.62
