,index,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,MedalEarned,PreviousMedals,Height_div_avg,Weight_div_avg,Age_div_avg
3939,169510,85226,Andriy Nemchaninov,M,25.0,188.0,105.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Shot Put,,0,0,-3.54,-14.15,-3.0
3940,169536,85237,Zdenk Nmec,M,27.0,186.0,95.0,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Discus Throw,,0,0,-1.85,-6.87,0.91
3941,169583,85264,Mikls Nmeth,M,21.0,193.0,95.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Javelin Throw,,0,0,10.5,8.75,-5.31
3942,169584,85264,Mikls Nmeth,M,25.0,193.0,95.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Javelin Throw,,0,0,10.5,7.32,-2.0
3943,169585,85264,Mikls Nmeth,M,29.0,193.0,95.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Javelin Throw,Gold,1,0,7.0,-2.25,3.14
3944,169586,85264,Mikls Nmeth,M,33.0,193.0,95.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Javelin Throw,,0,1,8.24,1.47,6.59
3945,169587,85265,Robert Nemeth,M,22.0,189.0,70.0,Austria,AUT,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 1,500 metres",,0,0,10.78,5.75,-1.72
3946,169588,85266,Roland Nmeth,M,29.0,169.0,80.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,-8.68,5.52,4.0
3947,169689,85293,Zdenk Nenadl,M,24.0,191.0,99.0,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Javelin Throw,,0,0,4.16,3.04,-2.62
3948,169699,85300,Christian Nenepath,M,23.0,168.0,58.0,Indonesia,INA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,,0,0,-8.81,-12.69,-0.09
3949,169740,85323,Axel Nepraunik,M,27.0,174.0,67.0,Austria,AUT,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,,0,0,-2.19,-2.66,3.31
3950,169752,85332,Jos Socorro Neri Valenzuela,M,22.0,173.0,62.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",,0,0,-5.4,-3.49,-1.49
3951,169795,85347,Youssef Ali Ahmed Nesaif Nesaif Boukhamas,M,23.0,192.0,100.0,Bahrain,BRN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Javelin Throw,,0,0,3.88,3.16,-3.16
3952,169816,85357,Kolyo Neshev,M,26.0,187.0,90.0,Bulgaria,BUL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Javelin Throw,,0,0,-1.89,-5.32,1.0
3953,169842,85371,Mykyta Vasylovych Nesterenko,M,21.0,208.0,120.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Discus Throw,,0,0,13.73,1.51,-7.34
3954,169843,85371,Mykyta Vasylovych Nesterenko,M,25.0,208.0,120.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,,0,0,12.21,1.09,-2.94
3955,169919,85406,Jan Netopilk,M,23.0,171.0,70.0,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Long Jump,,0,0,-8.57,-2.24,-0.63
3956,169976,85426,Hein-Direck Neu,M,24.0,197.0,128.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Discus Throw,,0,0,5.07,16.52,-2.37
3957,169977,85426,Hein-Direck Neu,M,28.0,197.0,128.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Discus Throw,,0,0,6.93,15.57,-0.28
3958,169978,85426,Hein-Direck Neu,M,32.0,197.0,128.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Discus Throw,,0,0,6.33,13.2,3.8
3959,170175,85513,Pauli Lauri Nevala,M,23.0,177.0,83.0,Finland,FIN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Javelin Throw,Gold,1,0,-6.08,-2.9,-2.44
3960,170176,85513,Pauli Lauri Nevala,M,27.0,177.0,83.0,Finland,FIN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Javelin Throw,,0,1,-5.5,-3.25,0.69
3961,170184,85519,Marc Nevens,M,21.0,187.0,79.0,Belgium,BEL,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 1,500 metres",,0,0,7.55,12.17,-2.48
3962,170211,85535,David Neville,M,24.0,193.0,77.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,Bronze,1,0,11.72,3.19,0.3
3963,170299,85567,"Frederick Vaughn ""Fred"" Newhouse",M,27.0,175.0,68.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,Silver,1,0,-5.88,-4.65,3.02
3964,170366,85604,"Robert Alan ""Rob"" Newton",M,23.0,190.0,85.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,,0,0,3.87,4.47,-2.23
3965,170467,85657,Paul Mbaiadoum Ngadjadoum,M,30.0,195.0,90.0,Chad,CHA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's High Jump,,0,0,3.54,14.0,5.54
3966,170488,85673,Noah Kiprono Ngeny,M,21.0,182.0,68.0,Kenya,KEN,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 1,500 metres",Gold,1,0,3.78,3.4,-3.52
3967,170505,85687,Chung Henry Ngolwe,M,22.0,171.0,67.0,Zambia,ZAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,,0,0,-5.81,-3.69,-1.09
3968,170628,85755,Nguyn nh Minh,M,22.0,174.0,64.0,Vietnam,VIE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,-3.23,-8.29,-1.9
3969,170671,85779,Namakoro Koto te Niar,M,25.0,187.0,97.0,Mali,MLI,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Discus Throw,,0,0,-4.93,-14.48,-1.37
3970,170672,85779,Namakoro Koto te Niar,M,29.0,187.0,97.0,Mali,MLI,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Discus Throw,,0,0,-3.07,-15.43,0.72
3971,170673,85779,Namakoro Koto te Niar,M,37.0,187.0,97.0,Mali,MLI,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Discus Throw,,0,0,-2.94,-11.56,10.67
3972,170674,85780,Yves Niar,M,31.0,195.0,95.0,France,FRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Shot Put,,0,0,4.36,-29.86,3.57
3973,170806,85845,Gnther Nickel,M,26.0,184.0,78.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-1.39,2.13,2.24
3974,170861,85877,Claude Nicolas,M,27.0,180.0,70.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",,0,0,1.6,4.51,3.51
3975,170878,85883,Christian Nicolau,M,21.0,174.0,65.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,,0,0,-4.98,-6.09,-2.74
3976,170883,85887,Christian Nicolay,M,28.0,188.0,106.0,Germany,GER,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Javelin Throw,,0,0,-0.3,8.7,0.48
3977,170937,85913,"William Henry ""Bill"" Nieder",M,27.0,190.0,102.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Shot Put,Gold,1,1,1.17,-6.74,2.13
3978,171013,85944,"Nicholas Peter Russell ""Nick"" Nieland",M,24.0,190.0,100.0,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Javelin Throw,,0,0,1.53,1.97,-2.29
3979,171014,85944,"Nicholas Peter Russell ""Nick"" Nieland",M,28.0,190.0,100.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Javelin Throw,,0,0,2.86,4.42,0.89
3980,171015,85944,"Nicholas Peter Russell ""Nick"" Nieland",M,32.0,190.0,100.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Javelin Throw,,0,0,1.7,2.7,4.48
3981,171284,86074,Erkki Olavi Niemi,M,22.0,201.0,81.0,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's High Jump,,0,0,11.72,5.9,-1.07
3982,171364,86113,"James Earl ""Jamie"" Nieto",M,27.0,195.0,83.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's High Jump,,0,0,2.34,5.63,2.11
3983,171365,86113,"James Earl ""Jamie"" Nieto",M,35.0,195.0,83.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's High Jump,,0,0,2.11,5.94,8.83
3984,171460,86168,Marek Niit,M,24.0,182.0,82.0,Estonia,EST,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,0,0,4.51,7.92,-0.41
3985,171516,86192,Amin Abraham Paul Nikfar,M,27.0,190.0,135.0,Iran,IRI,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Shot Put,,0,0,-0.64,10.14,-0.43
3986,171517,86192,Amin Abraham Paul Nikfar,M,31.0,190.0,135.0,Iran,IRI,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Shot Put,,0,0,-1.35,8.2,2.77
3987,171523,86195,Wadysaw Nikiciuk,M,24.0,182.0,88.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Javelin Throw,,0,0,-1.08,2.1,-1.44
3988,171524,86195,Wadysaw Nikiciuk,M,28.0,182.0,88.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Javelin Throw,,0,0,-0.5,1.75,1.69
3989,171644,86247,Pantelis Nikolaidis,M,26.0,180.0,72.0,Greece,GRE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Pole Vault,,0,0,-2.04,-1.74,1.61
3990,171682,86263,Yegor Vladimirovich Nikolayev,M,24.0,176.0,60.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",,0,0,-2.74,-4.77,-0.1
3991,171760,86312,Galin Stanchev Nikov,M,24.0,182.0,75.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Pole Vault,,0,0,-1.36,-2.09,-0.91
3992,171769,86316,Pentti Kustaa Nikula,M,25.0,180.0,69.0,Finland,FIN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Pole Vault,,0,0,0.2,-4.0,0.27
3993,171854,86353,Ronny Nilsen,M,33.0,182.0,90.0,Norway,NOR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Javelin Throw,,0,0,-6.3,-7.3,5.48
3994,171873,86363,Karl ke Nilsson,M,23.0,186.0,89.0,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Javelin Throw,,0,0,3.5,2.75,-3.31
3995,171962,86404,Kjell-ke Lennart Nilsson,M,18.0,190.0,82.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's High Jump,,0,0,3.87,4.27,-3.73
3996,171963,86404,Kjell-ke Lennart Nilsson,M,22.0,190.0,82.0,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's High Jump,,0,0,4.04,3.78,-0.48
3997,172074,86463,Viktor Damyanov Ninov,M,24.0,197.0,82.0,Bulgaria,BUL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's High Jump,,0,0,4.11,4.94,-2.17
3998,172322,86576,Kiyoshi Niwa,M,21.0,176.0,67.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Pole Vault,,0,0,-6.04,-6.74,-3.39
3999,172333,86581,Sunder Lamont Nix,M,22.0,175.0,65.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,0,0,-4.34,-5.8,-1.93
4000,172387,86609,Momodou Bello N'Jie,M,22.0,176.0,70.0,Gambia,GAM,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 1,500 metres",,0,0,-1.57,6.67,-2.57
4001,172407,86615,David Njitock,M,22.0,175.0,71.0,Cameroon,CMR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,0,0,-0.56,0.87,-1.8
4002,172425,86623,Elijah Nkala,M,24.0,165.0,69.0,Zimbabwe,ZIM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,0,-13.96,-1.7,-0.07
4003,172430,86628,Eric Nkansah Appiah,M,20.0,172.0,82.0,Ghana,GHA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,0,-6.28,7.74,-4.93
4004,172432,86628,Eric Nkansah Appiah,M,28.0,172.0,82.0,Ghana,GHA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,-5.68,7.52,3.0
4005,172437,86632,"Augustine ""Gus"" Nketia",M,25.0,181.0,73.0,New Zealand,NZL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,0,2.72,-1.26,0.07
4006,172444,86638,Harry Nkopeka,M,23.0,178.0,66.0,Malawi,MAW,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",,0,0,-0.64,0.41,-1.22
4007,172445,86639,David Nkoua,M,22.0,170.0,70.0,Congo (Brazzaville),CGO,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,-8.33,-4.05,-2.59
4008,172450,86643,Thophile Clorico Nkounkou,M,20.0,176.0,74.0,Congo (Brazzaville),CGO,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,,0,0,-1.97,3.34,-4.16
4009,172452,86643,Thophile Clorico Nkounkou,M,28.0,176.0,74.0,Congo (Brazzaville),CGO,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,0,0,-0.28,4.17,4.17
4010,172466,86649,Thomas N'Ma,M,28.0,175.0,64.0,Liberia,LBR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,,0,0,-2.97,-6.66,3.84
4011,172492,86663,Tavevele Noa,M,20.0,176.0,74.0,Tuvalu,TUV,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,0,0,-1.49,-0.08,-4.41
4012,172649,86738,Artur Noga,M,20.0,196.0,82.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 110 metres Hurdles,,0,0,8.62,1.64,-5.57
4013,172650,86738,Artur Noga,M,24.0,196.0,82.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,,0,0,9.29,2.06,-1.69
4014,172703,86774,James Nolan,M,23.0,185.0,69.0,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 1,500 metres",,0,0,6.78,4.4,-1.52
4015,172704,86774,James Nolan,M,27.0,185.0,69.0,Ireland,IRL,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",,0,0,5.79,3.53,2.32
4016,172763,86803,Tomohiro Nomura,M,20.0,178.0,63.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's High Jump,,0,0,-11.81,-12.27,-4.78
4017,172807,86826,Emad Hamed Mohamed Noor,M,22.0,179.0,60.0,Saudi Arabia,KSA,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",,0,0,0.26,-4.77,-2.1
4018,172931,86904,"Douglas ""Doug"" Nordquist",M,25.0,193.0,79.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's High Jump,,0,0,3.72,3.9,1.93
4019,172955,86915,Wolfgang Nordwig,M,25.0,184.0,73.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Pole Vault,Bronze,1,0,1.96,-0.74,0.61
4020,172956,86915,Wolfgang Nordwig,M,28.0,184.0,73.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Pole Vault,Gold,1,1,3.1,-1.21,4.24
4021,173044,86962,Oleg Normatov,M,26.0,190.0,85.0,Uzbekistan,UZB,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 110 metres Hurdles,,0,0,2.62,4.64,0.43
4022,173046,86964,Carlos Noroa Gutirrez,M,19.0,172.0,70.0,Cuba,CUB,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,,0,0,-8.88,-2.65,-4.98
4023,173055,86970,Harald Norpoth,M,26.0,184.0,62.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",,0,1,5.6,-3.49,2.51
4024,173066,86978,"David Stanley ""Dave"" Norris",M,20.0,183.0,75.0,New Zealand,NZL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Long Jump,,0,0,3.43,2.76,-3.63
4025,173131,87020,Otis Ray Norton,M,22.0,188.0,81.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,,0,0,11.74,10.6,-0.81
4026,173194,87056,Sndor Noszly,M,20.0,186.0,86.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's High Jump,,0,0,-0.13,8.27,-1.73
4027,173239,87073,"Bernard Jonathan ""Bernie"" Nottage",M,22.0,175.0,77.0,Bahamas,BAH,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,,0,0,-0.43,6.25,-2.46
4028,173522,87187,Roman Novotn,M,22.0,180.0,73.0,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Long Jump,,0,0,-3.89,-4.89,-3.71
4029,173523,87187,Roman Novotn,M,26.0,180.0,73.0,Czech Republic,CZE,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Long Jump,,0,0,-5.26,-3.71,0.98
4030,173551,87206,Marcin Andrzej Nowak,M,23.0,174.0,71.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,-3.79,-2.77,-1.61
4031,173659,87241,Zenon Stanisaw Nowosz,M,24.0,183.0,72.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,,0,0,7.57,1.25,-0.46
4032,173661,87241,Zenon Stanisaw Nowosz,M,28.0,183.0,72.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,,0,0,6.81,2.34,4.31
4033,173708,87264,Jonathan N'Senga,M,23.0,188.0,82.0,Belgium,BEL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,,0,0,1.22,3.54,-2.31
4034,173709,87264,Jonathan N'Senga,M,27.0,188.0,82.0,Belgium,BEL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 110 metres Hurdles,,0,0,2.6,2.44,1.26
4035,173715,87268,Christian Nsiah,M,24.0,190.0,79.0,Ghana,GHA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,12.21,5.23,-0.61
4036,173732,87275,Joo Baptista N'Tyamba,M,24.0,178.0,60.0,Angola,ANG,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 1,500 metres",,0,0,0.43,-3.33,-0.57
4037,173733,87275,Joo Baptista N'Tyamba,M,28.0,178.0,60.0,Angola,ANG,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",,0,0,-1.29,-5.73,2.55
4038,173748,87281,Camera Ntereke,M,28.0,183.0,72.0,Botswana,BOT,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,,0,0,2.02,0.22,3.7
4039,173751,87283,Aim-Issa Nthp,M,31.0,180.0,70.0,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,2.32,-4.48,6.0
4040,173755,87286,Gustav Ntiforo,M,27.0,175.0,68.0,Ghana,GHA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,,0,0,-1.26,-2.4,4.19
4041,173766,87296,Georg Nckles,M,24.0,181.0,71.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,,0,0,3.03,0.34,-0.16
4042,173868,87340,Juan Nez Lima,M,28.0,178.0,73.0,Dominican Republic,DOM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,0.77,0.71,4.1
4043,173874,87343,Miguel Nez Lima,M,20.0,170.0,42.0,Dominican Republic,DOM,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",,0,0,-8.4,-23.49,-3.49
4044,173947,87385,Tiidrek Nurme,M,22.0,184.0,70.0,Estonia,EST,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres",,0,0,7.74,7.2,-3.13
4045,173981,87400,Selim Nurudeen,M,25.0,190.0,77.0,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 110 metres Hurdles,,0,0,2.62,-3.36,-0.57
4046,173982,87400,Selim Nurudeen,M,29.0,190.0,77.0,Nigeria,NGR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,,0,0,3.29,-2.94,3.31
4047,174011,87416,Andrea Nuti,M,25.0,185.0,75.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,,0,0,4.02,3.22,0.7
4048,174021,87420,"Clifford Ross ""Cliff"" Nuttall",M,23.0,184.0,83.0,Canada,CAN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.78,7.49,-1.73
4049,174072,87455,Hezekiah Munyoro Nyamau,M,25.0,170.0,68.0,Kenya,KEN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,,0,1,-8.98,-3.09,1.26
4050,174074,87455,Hezekiah Munyoro Nyamau,M,29.0,170.0,68.0,Kenya,KEN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,,0,2,-7.97,-2.66,4.84
4051,174079,87459,Watson Nyambek,M,20.0,170.0,73.0,Malaysia,MAS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,0,-8.28,-1.26,-4.93
4052,174080,87459,Watson Nyambek,M,24.0,170.0,73.0,Malaysia,MAS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,-7.79,-0.77,-0.61
4053,174334,87553,Young Talkmore Nyongani,M,20.0,178.0,75.0,Zimbabwe,ZIM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,0,0,-2.77,2.1,-4.11
4054,174335,87553,Young Talkmore Nyongani,M,24.0,178.0,75.0,Zimbabwe,ZIM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,,0,0,-3.28,1.19,0.3
4055,174344,87560,Erik Nys,M,22.0,191.0,73.0,Belgium,BEL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,,0,0,6.14,-3.04,-3.39
4056,174345,87560,Erik Nys,M,27.0,191.0,73.0,Belgium,BEL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,,0,0,7.47,-3.3,2.36
4057,174453,87627,Mircea Oaid,M,23.0,189.0,75.0,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,,0,0,4.23,-1.82,-2.51
4058,174551,87674,"William Parry O'Brien, Jr.",M,28.0,190.0,111.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Shot Put,Silver,1,2,1.17,2.26,3.13
4059,174552,87674,"William Parry O'Brien, Jr.",M,32.0,190.0,111.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Shot Put,,0,3,-0.05,-0.86,5.86
4060,174614,87712,Kheir Mohamed El-Din Obeid,M,25.0,186.0,74.0,Syria,SYR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,,0,0,1.23,-2.82,-0.51
4061,174708,87758,Fritz Obersiebrasse,M,23.0,184.0,83.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,0,0,8.44,12.87,-0.8
4062,174755,87787,Francis Obiorah Obikwelu,M,25.0,195.0,79.0,Portugal,POR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,Silver,1,0,17.32,4.52,0.0
4063,174757,87787,Francis Obiorah Obikwelu,M,29.0,195.0,79.0,Portugal,POR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,,0,1,16.64,2.0,4.22
4064,174766,87794,Aleksandrs Obiajevs,M,32.0,188.0,90.0,Latvia,LAT,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Pole Vault,,0,0,4.64,12.91,7.09
4065,174767,87794,Aleksandrs Obiajevs,M,36.0,188.0,90.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Pole Vault,,0,0,2.11,9.51,10.14
4066,174834,87831,Christian Obrist,M,27.0,183.0,65.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres",,0,0,6.74,2.2,1.87
4067,174987,87917,Kennedy Ochieng,M,24.0,183.0,73.0,Kenya,KEN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,,0,0,2.48,0.98,-0.65
4068,174989,87917,Kennedy Ochieng,M,28.0,183.0,73.0,Kenya,KEN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,0.85,-1.15,3.4
4069,175063,87957,Peter Gerard O'Donoghue,M,22.0,177.0,64.0,New Zealand,NZL,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",,0,0,-0.75,-0.82,-1.85
4070,175072,87965,Adrian O'Dwyer,M,20.0,197.0,80.0,Ireland,IRL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's High Jump,,0,0,4.34,2.63,-4.89
4071,175156,88018,Josef Odloil,M,25.0,177.0,70.0,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 1,500 metres",Silver,1,0,-1.21,2.31,0.38
4072,175157,88018,Josef Odloil,M,29.0,177.0,70.0,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",,0,1,-1.4,4.51,5.51
4073,175170,88025,James Odongo Oduka,M,19.0,170.0,73.0,Uganda,UGA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,0,0,-5.56,2.87,-4.8
4074,175216,88057,Egon Oehri,M,20.0,176.0,65.0,Liechtenstein,LIE,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 1,500 metres",,0,0,-1.53,-1.32,-4.61
