,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Height_div_avg,Weight_div_avg,Age_div_avg,MedalEarned
136925,68831,Tlotliso Gift Leotlela,M,18.0,178.0,74.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,,-2.9,-0.48,-8.61,0
136960,68852,Tnu Lepik,M,22.0,193.0,85.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,,13.93,12.12,-3.23,0
136961,68852,Tnu Lepik,M,30.0,193.0,85.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Long Jump,,12.85,10.36,5.12,0
136975,68862,Endre Lpold,M,20.0,183.0,75.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,2.85,0.36,-4.88,0
136976,68862,Endre Lpold,M,20.0,183.0,75.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 200 metres,,2.85,0.36,-4.88,0
136987,68870,Heikki Olavi Leppnen,M,29.0,194.0,96.0,Finland,FIN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,13.85,21.36,4.12,0
137004,68882,Ergas Leps,M,21.0,181.0,75.0,Canada,CAN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 800 metres,,2.53,2.56,-4.05,0
137005,68882,Ergas Leps,M,21.0,181.0,75.0,Canada,CAN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,,2.53,2.56,-4.05,0
137006,68882,Ergas Leps,M,25.0,181.0,75.0,Canada,CAN,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 1,500 metres",,2.45,2.54,-0.3,0
137013,68886,Viktor Vladimirovich Leptikov,M,25.0,196.0,80.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,,14.16,3.13,-1.29,0
137135,68937,Alan Leslie Lerwill,M,21.0,188.0,81.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,,8.93,8.12,-4.23,0
137136,68937,Alan Leslie Lerwill,M,25.0,188.0,81.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,,8.98,8.16,-0.23,0
137155,68951,Yoandys Alberto Lescay Prado,M,22.0,181.0,77.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,,0.1,2.52,-4.61,0
137156,68951,Yoandys Alberto Lescay Prado,M,22.0,181.0,77.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,,0.1,2.52,-4.61,0
137166,68958,Roman Leek,M,23.0,178.0,65.0,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Pole Vault,,-0.47,-7.44,-2.05,0
137167,68958,Roman Leek,M,27.0,178.0,65.0,Yugoslavia,YUG,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Pole Vault,,-0.55,-7.46,1.7,0
137225,68989,Aleksey Lesnichy,M,26.0,198.0,77.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's High Jump,,16.38,0.12,-0.17,0
137230,68992,Yannick Lesourd,M,20.0,175.0,65.0,France,FRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,,-6.57,-11.73,-6.18,0
137234,68996,Roger Lespagnard,M,21.0,180.0,78.0,Belgium,BEL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0.93,5.12,-4.23,0
137235,68996,Roger Lespagnard,M,25.0,180.0,78.0,Belgium,BEL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,,0.98,5.16,-0.23,0
137236,68996,Roger Lespagnard,M,29.0,180.0,78.0,Belgium,BEL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,-0.15,3.36,4.12,0
137249,69004,Eckhard Lesse,M,23.0,179.0,62.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Marathon,,-0.02,-10.84,-2.23,0
137282,69011,Franck Lestage,M,24.0,181.0,70.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,,0.68,-3.85,-1.6,0
137285,69014,Afdiharto Mardi Lestari,M,20.0,166.0,63.0,Indonesia,INA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,-13.68,-10.07,-5.3,0
137286,69014,Afdiharto Mardi Lestari,M,20.0,166.0,63.0,Indonesia,INA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,-13.68,-10.07,-5.3,0
137317,69036,Vladimir Letnicov,M,22.0,178.0,70.0,Moldova,MDA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Triple Jump,,-3.62,-6.88,-4.17,0
137318,69036,Vladimir Letnicov,M,26.0,178.0,70.0,Moldova,MDA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Triple Jump,,-3.57,-6.73,-0.18,0
137319,69036,Vladimir Letnicov,M,34.0,178.0,70.0,Moldova,MDA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,,-2.9,-4.48,7.39,0
137344,69045,Joseph Letseka,M,27.0,170.0,76.0,Lesotho,LES,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,-9.5,3.93,2.14,0
137345,69045,Joseph Letseka,M,27.0,170.0,76.0,Lesotho,LES,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,,-9.5,3.93,2.14,0
137358,69055,Manfred Letzerich,M,22.0,180.0,63.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 5,000 metres",,1.45,-9.46,-3.3,0
137359,69055,Manfred Letzerich,M,26.0,180.0,63.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 10,000 metres",,0.93,-9.88,0.77,0
137360,69055,Manfred Letzerich,M,30.0,180.0,63.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",,0.98,-9.84,4.77,0
137411,69083,Leung Wing Kwong,M,22.0,179.0,68.0,Hong Kong,HKG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,-0.68,-5.07,-3.3,0
137412,69083,Leung Wing Kwong,M,22.0,179.0,68.0,Hong Kong,HKG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,,-0.68,-5.07,-3.3,0
137413,69084,Oskar Leupi,M,31.0,172.0,64.0,Switzerland,SUI,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,,-6.55,-8.46,5.7,0
137422,69092,Burkhard Leuschke,M,24.0,183.0,63.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 50 kilometres Walk,,4.45,-9.46,-1.3,0
137423,69092,Burkhard Leuschke,M,28.0,183.0,63.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 50 kilometres Walk,,3.93,-9.88,2.77,0
137513,69122,Pierre Leveille,M,22.0,184.0,73.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,,4.81,1.38,-2.72,0
137545,69141,Sbastien Levicq,M,25.0,186.0,81.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,4.94,5.69,-0.95,0
137546,69141,Sbastien Levicq,M,29.0,186.0,81.0,France,FRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,4.51,4.55,2.97,0
137574,69154,Nigel Levine,M,23.0,176.0,72.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres,,-5.84,-4.87,-3.29,0
137575,69154,Nigel Levine,M,23.0,176.0,72.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,,-5.84,-4.87,-3.29,0
137576,69154,Nigel Levine,M,27.0,176.0,72.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,,-4.9,-2.48,0.39,0
137577,69155,"Cameron ""Cam"" Levins",M,23.0,178.0,65.0,Canada,CAN,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 5,000 metres",,-3.84,-11.87,-3.29,0
137578,69155,"Cameron ""Cam"" Levins",M,23.0,178.0,65.0,Canada,CAN,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 10,000 metres",,-3.84,-11.87,-3.29,0
137601,69161,Pierre Lvisse,M,24.0,177.0,60.0,France,FRA,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 10,000 metres",,-3.15,-14.64,-0.88,0
137639,69183,Marcin Lewandowski,M,21.0,179.0,64.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 800 metres,,-2.57,-12.73,-5.18,0
137640,69183,Marcin Lewandowski,M,25.0,179.0,64.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 800 metres,,-2.84,-12.87,-1.29,0
137641,69183,Marcin Lewandowski,M,29.0,179.0,64.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,,-1.9,-10.48,2.39,0
137644,69185,Stefan Lewandowski,M,30.0,180.0,61.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 800 metres,,1.53,-11.44,4.95,0
137645,69185,Stefan Lewandowski,M,30.0,180.0,61.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 1,500 metres",,1.53,-11.44,4.95,0
137688,69209,Brian M. Lewis,M,25.0,170.0,72.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,-11.49,-4.45,-1.03,1
137689,69210,"Frederick Carlton ""Carl"" Lewis",M,23.0,188.0,80.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,Gold,8.81,8.38,-1.72,1
137690,69210,"Frederick Carlton ""Carl"" Lewis",M,23.0,188.0,80.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,Gold,8.81,8.38,-1.72,1
137691,69210,"Frederick Carlton ""Carl"" Lewis",M,23.0,188.0,80.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,8.81,8.38,-1.72,1
137692,69210,"Frederick Carlton ""Carl"" Lewis",M,23.0,188.0,80.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Long Jump,Gold,8.81,8.38,-1.72,1
137693,69210,"Frederick Carlton ""Carl"" Lewis",M,27.0,188.0,80.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,Gold,8.32,6.93,1.7,1
137694,69210,"Frederick Carlton ""Carl"" Lewis",M,27.0,188.0,80.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,Silver,8.32,6.93,1.7,1
137695,69210,"Frederick Carlton ""Carl"" Lewis",M,27.0,188.0,80.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Long Jump,Gold,8.32,6.93,1.7,1
137696,69210,"Frederick Carlton ""Carl"" Lewis",M,31.0,188.0,80.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,7.68,6.15,5.4,1
137697,69210,"Frederick Carlton ""Carl"" Lewis",M,31.0,188.0,80.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,Gold,7.68,6.15,5.4,1
137698,69210,"Frederick Carlton ""Carl"" Lewis",M,35.0,188.0,80.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,Gold,6.94,4.69,9.05,1
137720,69225,Fletcher Lewis,M,21.0,185.0,79.0,Bahamas,BAH,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Long Jump,,4.85,4.36,-3.88,0
137724,69228,"Gregory David ""Greg"" Lewis",M,21.0,177.0,76.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,,-2.07,3.12,-4.23,0
137725,69228,"Gregory David ""Greg"" Lewis",M,21.0,177.0,76.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 200 metres,,-2.07,3.12,-4.23,0
137733,69230,Iram Lewis,M,31.0,180.0,75.0,Bahamas,BAH,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,,-1.06,-0.31,5.05,0
137734,69230,Iram Lewis,M,35.0,180.0,75.0,Bahamas,BAH,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,,-1.49,-1.45,8.97,0
137773,69252,Randy Benedict Lewis,M,25.0,188.0,74.0,Grenada,GRN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Triple Jump,,6.38,-2.88,-1.17,0
137774,69252,Randy Benedict Lewis,M,29.0,188.0,74.0,Grenada,GRN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Triple Jump,,6.43,-2.73,2.82,0
137783,69259,"Steven Earl ""Steve"" Lewis",M,19.0,188.0,84.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,Gold,8.32,10.93,-6.3,1
137784,69259,"Steven Earl ""Steve"" Lewis",M,19.0,188.0,84.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,8.32,10.93,-6.3,1
137785,69259,"Steven Earl ""Steve"" Lewis",M,23.0,188.0,84.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,Silver,7.68,10.15,-2.6,1
137786,69259,"Steven Earl ""Steve"" Lewis",M,23.0,188.0,84.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,7.68,10.15,-2.6,1
137787,69260,"Steven James ""Steve"" Lewis",M,22.0,192.0,81.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Pole Vault,,10.43,4.27,-4.18,0
137788,69260,"Steven James ""Steve"" Lewis",M,26.0,192.0,81.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Pole Vault,,10.16,4.13,-0.29,0
137800,69264,"Timothy Charles ""Tim"" Lewis",M,25.0,183.0,76.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 20 kilometres Walk,,3.32,2.93,-0.3,0
137807,69269,Mark Anthony Lewis-Francis,M,21.0,183.0,89.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,1.38,12.12,-5.17,0
137808,69269,Mark Anthony Lewis-Francis,M,21.0,183.0,89.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,1.38,12.12,-5.17,1
137832,69276,Dennis Leyckes,M,22.0,184.0,80.0,Germany,GER,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,,2.38,3.12,-4.17,0
137905,69305,Li Baojin,M,28.0,174.0,60.0,China,CHN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 20 kilometres Walk,,-5.68,-13.07,2.7,0
137906,69305,Li Baojin,M,28.0,174.0,60.0,China,CHN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 50 kilometres Walk,,-5.68,-13.07,2.7,0
137997,69344,Li Feng,M,23.0,180.0,75.0,China,CHN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,,0.32,1.93,-2.3,0
137998,69344,Li Feng,M,23.0,180.0,75.0,China,CHN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,0.32,1.93,-2.3,0
138111,69394,Li Jianbo,M,21.0,176.0,57.0,China,CHN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 50 kilometres Walk,,-5.57,-19.73,-5.18,0
138112,69394,Li Jianbo,M,25.0,176.0,57.0,China,CHN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 50 kilometres Walk,,-5.84,-19.87,-1.29,0
138143,69409,Li Jieqiang,M,25.0,187.0,68.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,,7.81,-3.62,0.28,0
138159,69415,Li Jinzhe,M,22.0,192.0,78.0,China,CHN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Long Jump,,10.16,1.13,-4.29,0
138166,69418,Li Jong-Hyung,M,24.0,163.0,54.0,North Korea,PRK,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Marathon,,-16.5,-18.07,-0.86,0
138225,69450,Li Mingcai,M,20.0,168.0,55.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 20 kilometres Walk,,-12.32,-18.85,-5.6,0
138226,69450,Li Mingcai,M,24.0,168.0,55.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 20 kilometres Walk,,-13.06,-20.31,-1.95,0
138271,69462,Li Po-Ting,M,23.0,179.0,67.0,Chinese Taipei,TPE,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,,0.53,-5.44,-2.05,0
138272,69462,Li Po-Ting,M,23.0,179.0,67.0,Chinese Taipei,TPE,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres Hurdles,,0.53,-5.44,-2.05,0
138302,69477,Li Rongxiang,M,32.0,180.0,86.0,China,CHN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Javelin Throw,,-1.62,9.12,5.83,0
138304,69479,Li Runrun,M,25.0,183.0,86.0,China,CHN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Long Jump,,1.43,9.27,-1.18,0
138314,69484,Li Shaojie,M,20.0,194.0,100.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Discus Throw,,12.94,24.69,-5.95,0
138315,69484,Li Shaojie,M,24.0,194.0,100.0,China,CHN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Discus Throw,,12.51,23.55,-2.03,0
138343,69496,Li Tao,M,20.0,175.0,61.0,China,CHN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,-4.68,-12.07,-5.3,0
138344,69496,Li Tao,M,20.0,175.0,61.0,China,CHN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,-4.68,-12.07,-5.3,0
138351,69501,Li Tong,M,25.0,190.0,80.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,,9.68,6.15,-0.6,0
138352,69501,Li Tong,M,29.0,190.0,80.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,,8.94,4.69,3.05,0
138376,69519,Li Xiangyu,M,22.0,178.0,65.0,China,CHN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 800 metres,,-3.57,-11.73,-4.18,0
138486,69557,Li Yanxi,M,21.0,188.0,77.0,China,CHN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Triple Jump,,6.38,0.12,-5.17,0
138487,69557,Li Yanxi,M,25.0,188.0,77.0,China,CHN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Triple Jump,,6.43,0.27,-1.18,0
138537,69580,Li Zewen,M,22.0,172.0,55.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 20 kilometres Walk,,-9.06,-20.31,-3.95,0
138549,69589,Li Zhilong,M,24.0,180.0,70.0,China,CHN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,,-1.84,-6.87,-2.29,0
138558,69595,Li Zhuhong,M,20.0,173.0,60.0,China,CHN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Marathon,,-8.62,-16.88,-6.17,0
138559,69595,Li Zhuhong,M,24.0,173.0,60.0,China,CHN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Marathon,,-8.57,-16.73,-2.18,0
138561,69597,Li Zicheng,M,22.0,172.0,55.0,China,CHN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Marathon,,-9.84,-21.87,-4.29,0
138582,69611,Liang Jiahong,M,24.0,184.0,84.0,China,CHN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,,2.16,7.13,-2.29,0
138616,69632,Sergio Liani,M,25.0,182.0,70.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 110 metres Hurdles,,2.93,-2.88,-0.23,0
138617,69632,Sergio Liani,M,29.0,182.0,70.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,,2.98,-2.84,3.77,0
138681,69664,Claudio Licciardello,M,22.0,186.0,73.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,,4.43,-3.73,-4.18,0
138699,69674,Elmar Lichtenegger,M,22.0,186.0,82.0,Austria,AUT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,,4.94,6.69,-3.95,0
138700,69674,Elmar Lichtenegger,M,26.0,186.0,82.0,Austria,AUT,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 110 metres Hurdles,,4.51,5.55,-0.03,0
138734,69693,Zenon Licznerski,M,21.0,182.0,74.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,1.85,-0.64,-3.88,0
138735,69693,Zenon Licznerski,M,21.0,182.0,74.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,,1.85,-0.64,-3.88,0
138736,69693,Zenon Licznerski,M,25.0,182.0,74.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,,2.5,1.93,0.14,0
138737,69693,Zenon Licznerski,M,25.0,182.0,74.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,2.5,1.93,0.14,1
138753,69702,Ricardo Liddie,M,30.0,181.0,70.0,Saint Kitts and Nevis,SKN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,,-0.06,-5.31,4.05,0
138842,69746,Rico Lieder,M,20.0,186.0,67.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,,5.68,-6.85,-5.6,0
138843,69746,Rico Lieder,M,20.0,186.0,67.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,,5.68,-6.85,-5.6,0
138844,69746,Rico Lieder,M,24.0,186.0,67.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,,4.94,-8.31,-1.95,0
138847,69749,"Gerrit-Jan ""Gert-Jan"" Liefers",M,25.0,186.0,70.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",,4.38,-6.88,-1.17,0
138888,69769,Modris Liepi,M,29.0,178.0,68.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 50 kilometres Walk,,-3.06,-7.31,3.05,0
138889,69769,Modris Liepi,M,34.0,178.0,68.0,Latvia,LAT,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 50 kilometres Walk,,-3.49,-8.45,7.97,0
138890,69769,Modris Liepi,M,37.0,178.0,68.0,Latvia,LAT,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 50 kilometres Walk,,-3.62,-8.88,10.83,0
138907,69782,Carlo Lievore,M,22.0,185.0,89.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Javelin Throw,,6.53,16.56,-3.05,0
138908,69782,Carlo Lievore,M,26.0,185.0,89.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Javelin Throw,,6.45,16.54,0.7,0
138962,69804,Audrick Lightbourne,M,24.0,175.0,61.0,Bahamas,BAH,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,,-4.19,-10.62,-0.72,0
138968,69809,Shaun Lightman,M,25.0,170.0,67.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 50 kilometres Walk,,-9.07,-5.88,-0.23,0
139051,69854,Feyisa Lilesa,M,26.0,175.0,67.0,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,Silver,-5.9,-7.48,-0.61,1
139190,69918,Joo Evangelista Fernandes Lima,M,26.0,189.0,75.0,Portugal,POR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,,9.32,1.93,0.7,0
139248,69942,Remmy Kimutai Limo,M,25.0,182.0,79.0,Kenya,KEN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,,0.94,3.69,-0.95,0
139249,69943,Richard Kipkemei Limo,M,19.0,167.0,53.0,Kenya,KEN,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 5,000 metres",,-14.49,-23.45,-7.03,0
139301,69964,Lin Ching-Hsuan,M,20.0,168.0,60.0,Chinese Taipei,TPE,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Long Jump,,-13.84,-16.87,-6.29,0
139326,69975,Lin Kuang-Liang,M,19.0,175.0,65.0,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,-4.68,-8.07,-6.3,0
139327,69975,Lin Kuang-Liang,M,19.0,175.0,65.0,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,,-4.68,-8.07,-6.3,0
139428,70025,Daniel Lincoln,M,23.0,188.0,69.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 3,000 metres Steeplechase",,6.38,-7.88,-3.17,0
139431,70027,"Mervyn George ""Merv"" Lincoln",M,26.0,178.0,66.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 1,500 metres",,-0.47,-6.44,0.95,0
139494,70056,Stig Ragnar Lindbck,M,27.0,178.0,68.0,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 800 metres,,-0.55,-4.46,1.7,0
139495,70056,Stig Ragnar Lindbck,M,27.0,178.0,68.0,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 1,500 metres",,-0.55,-4.46,1.7,0
139558,70081,Stig Erik Lindberg,M,37.0,173.0,66.0,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 20 kilometres Walk,,-6.07,-6.88,11.77,0
139559,70081,Stig Erik Lindberg,M,37.0,173.0,66.0,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 50 kilometres Walk,,-6.07,-6.88,11.77,0
