,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Height_div_avg,Weight_div_avg,Age_div_avg,MedalEarned
57744,29568,Anderson Jorge Oliveira dos Santos,M,32.0,186.0,69.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,4.38,-7.88,5.83,0
57747,29570,Antnio Dias dos Santos,M,24.0,189.0,87.0,Angola,ANG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Triple Jump,,9.32,13.93,-1.3,0
57748,29570,Antnio Dias dos Santos,M,27.0,189.0,87.0,Angola,ANG,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Triple Jump,,8.68,13.15,1.4,0
57769,29576,Diamantino Silveira dos Santos,M,27.0,166.0,59.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,,-13.68,-14.07,1.7,0
57770,29576,Diamantino Silveira dos Santos,M,31.0,166.0,59.0,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Marathon,,-14.32,-14.85,5.4,0
57771,29576,Diamantino Silveira dos Santos,M,35.0,166.0,59.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Marathon,,-15.06,-16.31,9.05,0
57788,29588,Luiz Antnio dos Santos,M,32.0,168.0,65.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Marathon,,-13.06,-10.31,6.05,0
57790,29590,Marlson Gomes dos Santos,M,31.0,174.0,58.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Marathon,,-7.57,-18.73,4.82,0
57791,29590,Marlson Gomes dos Santos,M,34.0,174.0,58.0,Brazil,BRA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Marathon,,-7.84,-18.87,7.71,0
57792,29590,Marlson Gomes dos Santos,M,38.0,174.0,58.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,,-6.9,-16.48,11.39,0
57798,29593,Nelson Rocha dos Santos,M,28.0,168.0,51.0,Brazil,BRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,-11.5,-21.07,3.14,0
57799,29593,Nelson Rocha dos Santos,M,28.0,168.0,51.0,Brazil,BRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,,-11.5,-21.07,3.14,0
57800,29593,Nelson Rocha dos Santos,M,32.0,168.0,51.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,,-11.19,-20.62,7.28,0
57801,29593,Nelson Rocha dos Santos,M,32.0,168.0,51.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,,-11.19,-20.62,7.28,0
57802,29594,"Osmiro ""Osmar"" Barbosa dos Santos",M,27.0,175.0,65.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,,-6.06,-10.31,1.05,0
57803,29594,"Osmiro ""Osmar"" Barbosa dos Santos",M,27.0,175.0,65.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,,-6.06,-10.31,1.05,0
57804,29594,"Osmiro ""Osmar"" Barbosa dos Santos",M,31.0,175.0,65.0,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,,-6.49,-11.45,4.97,0
57805,29594,"Osmiro ""Osmar"" Barbosa dos Santos",M,35.0,175.0,65.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,,-6.62,-11.88,8.83,0
57806,29595,Peterson dos Santos,M,25.0,181.0,70.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,,0.1,-4.48,-1.61,0
57817,29604,Vtor Hugo Silva Mouro dos Santos,M,20.0,185.0,74.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,4.1,-0.48,-6.61,0
57818,29604,Vtor Hugo Silva Mouro dos Santos,M,20.0,185.0,74.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,,4.1,-0.48,-6.61,0
57822,29606,Wilson David dos Santos,M,29.0,188.0,74.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,8.81,2.38,4.28,0
57823,29606,Wilson David dos Santos,M,29.0,188.0,74.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,,8.81,2.38,4.28,0
57830,29610,Mrio Jos dos Santos Jnior,M,24.0,171.0,60.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 50 kilometres Walk,,-10.62,-16.88,-2.17,0
57831,29610,Mrio Jos dos Santos Jnior,M,28.0,171.0,60.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 50 kilometres Walk,,-10.57,-16.73,1.82,0
57832,29610,Mrio Jos dos Santos Jnior,M,36.0,171.0,60.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,,-9.9,-14.48,9.39,0
57833,29611,Csaba Dosa,M,17.0,190.0,77.0,Romania,ROU,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's High Jump,,10.93,4.12,-8.23,0
57843,29620,Werner Dssegger,M,34.0,161.0,56.0,Switzerland,SUI,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",,-18.02,-16.84,8.77,0
57848,29625,Henk Marcel Dost,M,26.0,195.0,86.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,13.94,10.69,0.05,0
57937,29651,Dou Zhaobo,M,20.0,175.0,65.0,China,CHN,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",,-6.62,-11.88,-6.17,0
57945,29655,Ralph Douglas Doubell,M,23.0,180.0,65.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 800 metres,Gold,0.93,-7.88,-2.23,1
57968,29664,Ladji Doucour,M,21.0,183.0,75.0,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,,1.38,-1.88,-5.17,0
57969,29664,Ladji Doucour,M,25.0,183.0,75.0,France,FRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 110 metres Hurdles,,1.43,-1.73,-1.18,0
57970,29664,Ladji Doucour,M,29.0,183.0,75.0,France,FRA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,,1.16,-1.87,2.71,0
57989,29675,Atle Thorold Lancelot Douglas,M,24.0,192.0,79.0,Norway,NOR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,,11.68,5.15,-1.6,0
57990,29675,Atle Thorold Lancelot Douglas,M,28.0,192.0,79.0,Norway,NOR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,,10.94,3.69,2.05,0
